code,name,city,country
BLG,Belaga Airport,Belaga,Malaysia
BLH,Blythe Airport,Blythe,United States
BLI,Bellingham Intl,Bellingham,United States
BLJ,Batna Airport,Batna,Algeria
BLK,Blackpool,Blackpool,United Kingdom
BLL,Billund,Billund,Denmark
BLQ,Bologna,Bologna,Italy
BLR,Bangalore,Bangalore,India
BLT,Blackwater Airport,Blackwater,Australia
BLV,Scott Afb Midamerica,Belleville,United States
BLZ,Chileka Intl,Blantyre,Malawi
BMA,Bromma,Stockholm,Sweden
BMC,Brigham City,Brigham City,United States
BMD,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar
BME,Broome,Broome,Australia
BMG,Monroe County Airport,Bloomington,United States
BMI,Central Illinois Rgnl,Bloomington,United States
BMK,Borkum,Borkum,Germany
BMM,Bitam,Bitam,Gabon
BMO,Banmaw Airport,Banmaw,Myanmar
BMP,Brampton Island,Brampton Island,Australia
BMQ,Bamburi,Bamburi,Kenya
BMT,Beaumont Municipal,Beaumont,United States
BMU,Muhammad Salahuddin,Bima,Indonesia
BMV,Buon Ma Thuot Airport,Buonmethuot,Vietnam
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria
BMX,Big Mountain Afs,Big Mountain,United States
BMY,Belep Islands Airport,Waala,New Caledonia
BN1,Bellona,Bellona,Solomon Islands
BNA,Nashville Intl,Nashville,United States
BND,Bandar Abbass Intl,Bandar Abbas,Iran
BNE,Brisbane Intl,Brisbane,Australia
BNI,Benin,Benin,Nigeria
BNJ,Hauptbahnhof,Bonn,Germany
BNK,Ballina Byron Gateway,Ballina Byron Bay,Australia
BNN,Bronnoy,Bronnoysund,Norway
BNP,Bannu Airport,Bannu,Pakistan
BNS,Barinas,Barinas,Venezuela
BNU,Aeroporto Blumenau,Blumenau,Brazil
BNX,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina
BNY,Bellona,Bellona,Solomon Islands
BOA,Boma Airport,Boma,Congo (Kinshasa)
BOB,Bora Bora,Bora Bora,French Polynesia
BOC,Bocas Del Toro Intl,Bocas Del Toro,Panama
BOD,Merignac,Bordeaux,France
BOG,Eldorado Intl,Bogota,Colombia
BOH,Bournemouth,Bournemouth,United Kingdom
BOI,Boise Air Terminal,Boise,United States
BOJ,Burgas,Bourgas,Bulgaria
BOM,Chhatrapati Shivaji Intl,Mumbai,India
BON,Flamingo,Kralendijk,Netherlands Antilles
BOO,Bodo,Bodo,Norway
BOR,Fontaine Airport,Belfort,France
BOS,General Edward Lawrence Logan Intl,Boston,United States
BOT,Bosset Airport,Bosset,Papua New Guinea
BOU,Bourges,Bourges,France
BOW,Bartow Municipal Airport,Bartow,United States
BOX,Bochum HBF,Bochum,Germany
BOY,Bobo Dioulasso,Bobo-dioulasso,Burkina Faso
BPC,Bamenda,Bamenda,Cameroon
BPE,Bagan,Bagan,Myanmar
BPF,Batuna Airport,Batuna,Solomon Islands
BPM,Bagram AFB,Kabul,Afghanistan
BPN,Sepinggan,Balikpapan,Indonesia
BPR,Borongan Airport,Borongan,Philippines
BPS,Aeroporto de Porto Seguro,Porto Seguro,Brazil
BPT,Southeast Texas Rgnl,Beaumont,United States
BPU,Beppu Airport,Beppu,Japan
BPX,Qamdo Bangda Airport,Bangda,China
BPY,Besalampy,Besalampy,Madagascar
BQB,Brusselton,Brusselton,Australia
BQH,Biggin Hill,Biggin Hill,United Kingdom
BQK,Brunswick Golden Isles Airport,Brunswick,United States
BQL,Boulia Airport,Boulia,Australia
BQN,Rafael Hernandez,Aguadilla,Puerto Rico
BQS,Ignatyevo,Blagoveschensk,Russia
BQT,Brest,Brest,Belarus
BQU,J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines
BRA,Barreiras Airport,Barreiras,Brazil
BRC,San Carlos De Bariloche,San Carlos De Bariloche,Argentina
BRD,Brainerd Lakes Rgnl,Brainerd,United States
BRE,Neuenland,Bremen,Germany
BRI,Bari,Bari,Italy
BRK,Bourke Airport,Bourke,Australia
BRL,Southeast Iowa Regional Airport,Burlington,United States
BRM,Barquisimeto Intl,Barquisimeto,Venezuela
BRN,Bern Belp,Bern,Switzerland
BRO,Brownsville South Padre Island Intl,Brownsville,United States
BRQ,Turany,Brno,Czech Republic
BRR,Barra Airport,Barra,United Kingdom
BRS,Bristol,Bristol,United Kingdom
BRT,Bathurst Island Airport,Bathurst Island,Australia
BRU,Brussels Natl,Brussels,Belgium
BRV,Bremerhaven,Bremerhaven,Germany
BRW,Wiley Post Will Rogers Mem,Barrow,United States
BRX,Maria Montez Intl,Barahona,Dominican Republic
BSA,Bosaso Airport,Bosaso,Somalia
BSB,Presidente Juscelino Kubitschek,Brasilia,Brazil
BSC,Jose Celestino Mutis,Bahia Solano,Colombia
BSD,Baoshan Airport,Baoshan,China
BSF,Bradshaw Aaf,Bradshaw Field,United States
BSG,Bata,Bata,Equatorial Guinea
BSJ,Bairnsdale Airport,Bairnsdale,Australia
BSK,Biskra,Biskra,Algeria
BSL,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland
BSO,Basco Airport,Basco,Philippines
BSR,Basrah Intl,Basrah,Iraq
BST,Bost Airport,Lashkar Gah,Afghanistan
BSU,Basankusu Airport,Basankusu,Congo (Kinshasa)
BSX,Pathein Airport,Pathein,Myanmar
BTE,Sherbro International Airport,Bonthe,Sierra Leone
BTH,Hang Nadim,Batam,Indonesia
BTI,Barter Island Lrrs,Barter Island,United States
BTJ,Sultan Iskandarmuda,Banda Aceh,Indonesia
BTK,Bratsk,Bratsk,Russia
BTM,Bert Mooney Airport,Butte,United States
BTO,Botopassi Airstrip,Botopasi,Suriname
BTR,Baton Rouge Metro Ryan Fld,Baton Rouge,United States
BTS,M R Stefanik,Bratislava,Slovakia
BTT,Bettles,Bettles,United States
BTU,Bintulu,Bintulu,Malaysia
BTV,Burlington Intl,Burlington,United States
BTZ,Bursa Airport,Bursa,Turkey
BUA,Buka Airport,Buka Island,Papua New Guinea
BUC,Burketown Airport,Burketown,Australia
BUD,Ferihegy,Budapest,Hungary
BUF,Buffalo Niagara Intl,Buffalo,United States
BUG,Benguela,Benguela,Angola
BUH,Buchloe BF,Buchloe,Germany
BUI,Bokondini Airport,Bokondini-Papua Island,Indonesia
BUN,Gerardo Tobar Lopez,Buenaventura,Colombia
BUO,Burao Airport,Burao,Somalia
BUQ,J M Nkomo Intl,Bulawayo,Zimbabwe
BUR,Bob Hope,Burbank,United States
BUS,Batumi,Batumi,Georgia
BUU,Municipal Airport,Burlington,United States
BUX,Bunia,Bunia,Congo (Kinshasa)
BUY,Burlington-Alamance Regional Airport,Burlington,United States
BUZ,Bushehr,Bushehr,Iran
BVA,Tille,Beauvais,France
BVB,Boa Vista,Boa Vista,Brazil
BVC,Rabil,Boa Vista,Cape Verde
BVE,La Roche,Brive,France
BVG,Berlevag,Berlevag,Norway
BVH,Vilhena,Vilhena,Brazil
BVI,Birdsville Airport,Birdsville,Australia
BVS,Breves Airport,Breves,Brazil
BVV,Burevestnik Airport,Iturup Island,Russia
BVY,Beverly Municipal Airport,Beverly,United States
BWA,Bhairahawa,Bhairawa,Nepal
BWB,Barrow Island Airport,Barrow Island,Australia
BWD,Kbwd,Brownwood,United States
BWE,Braunschweig Wolfsburg,Braunschweig,Germany
BWF,Walney Island,Barrow Island,United Kingdom
BWG,Bowling Green-Warren County Regional Airport,Bowling Green,United States
BWI,Baltimore Washington Intl,Baltimore,United States
BWK,Brac,Brac,Croatia
BWN,Brunei Intl,Bandar Seri Begawan,Brunei
BWO,Balakovo Airport,Balakovo,Russia
BWT,Wynyard Airport,Burnie,Australia
BWU,Sydney Bankstown,Sydney,Australia
BXB,Babo,Babo,Indonesia
BXE,Bakel,Bakel,Senegal
BXH,Balkhash Airport,Balkhash,Kazakhstan
BXK,Buckeye Municipal Airport,Buckeye,United States
BXN,Imsik,Bodrum,Turkey
BXO,Buochs Airport,Buochs,Switzerland
BXR,Bam Airport,Bam,Iran
BXS,Borrego Valley Airport,Borrego Springs,United States
BXU,Butuan,Butuan,Philippines
BXX,Boorama Airport,Boorama,Somalia
BYC,Yacuiba,Yacuiba,Bolivia
BYH,Arkansas Intl,Blytheville,United States
BYK,Bouake,Bouake,Cote d'Ivoire
BYM,Carlos Manuel De Cespedes,Bayamo,Cuba
BYN,Bayankhongor Airport,Bayankhongor,Mongolia
BYO,Bonito Airport,Bointo,Brazil
BYS,Bicycle Lake Aaf,Fort Irwin,United States
BYT,Bantry Aerodrome,Bantry,Ireland
BYU,Bayreuth,Bayreuth,Germany
BYW,Blakely Island Airport,Blakely Island,United States
BZA,Bonanza Airport,Bonanza,Nicaragua
BZB,Bazaruto Island Airport,Bazaruto Island,Mozambique
BZE,Philip S W Goldson Intl,Belize City,Belize
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland
BZI,Balikesir,Balikesir,Turkey
BZK,Bryansk,Bryansk,Russia
BZL,Barisal Airport,Barisal,Bangladesh
BZN,Gallatin Field,Bozeman,United States
BZO,Bolzano,Bolzano,Italy
BZR,Vias,Beziers,France
BZV,Maya Maya,Brazzaville,Congo (Brazzaville)
BZY,Balti International Airport,Strymba,Moldova
BZZ,Brize Norton,Brize Norton,United Kingdom
C02,Grand Geneva Resort Airport,Lake Geneva,United States
C16,Frasca Field,Urbana,United States
C23,Peleliu Airfield,Peleliu,Palau
C47,Portage Municipal Airport,Portage,United States
C65,Plymouth Municipal Airport,Plymouth,United States
C89,Sylvania Airport,Sturtevant,United States
C91,Dowagiac Municipal Airport,Dowagiac,United States
CAB,Cabinda,Cabinda,Angola
CAC,Cascavel,Cascavel,Brazil
CAE,Columbia Metropolitan,Columbia,United States
CAF,Carauari Airport,Carauari,Brazil
CAG,Elmas,Cagliari,Italy
CAH,Ca Mau,Ca Mau,Vietnam
CAI,Cairo Intl,Cairo,Egypt
CAJ,Canaima,Canaima,Venezuela
CAK,Akron Canton Regional Airport,Akron,United States
CAL,Campbeltown Airport,Campbeltown,United Kingdom
CAN,Baiyun Intl,Guangzhou,China
CAP,Cap Haitien Intl,Cap Haitien,Haiti
CAQ,Juan H. White,Caucasia,Colombia
CAR,Caribou Muni,Caribou,United States
CAT,New Bight Airport,Cat Island,Bahamas
CAU,Caruaru Airport,Caruaru,Brazil
CAW,Bartolomeu Lisandro,Campos,Brazil
CAX,Carlisle,Carlisle,United Kingdom
CAY,Rochambeau,Cayenne,French Guiana
CAZ,Cobar Airport,Cobar,Australia
CBB,Jorge Wilsterman,Cochabamba,Bolivia
CBE,Greater Cumberland Rgnl.,Cumberland,United States
CBG,Cambridge,Cambridge,United Kingdom
CBH,B̩char Boudghene Ben Ali Lotfi Airport,B̩char,Algeria
CBL,Ciudad Bolivar,Ciudad Bolivar,Venezuela
CBM,Columbus Afb,Colombus,United States
CBN,Penggung,Cirebon,Indonesia
CBO,Cotabato,Cotabato,Philippines
CBQ,Calabar,Calabar,Nigeria
CBR,Canberra,Canberra,Australia
CBT,Catumbela Airport,Catumbela,Angola
CBV,Coban,Coban,Guatemala
CCC,Cayo Coco Airport,Cayo Coco,Cuba
CCF,Salvaza,Carcassonne,France
CCH,Chile Chico,Chile Chico,Chile
CCI,Concordia Airport,Concordia,Brazil
CCJ,Calicut,Calicut,India
CCK,Cocos Keeling Island Airport,Cocos Keeling Island,Cocos (Keeling) Islands
CCL,Chinchilla,Chinchilla,Australia
CCM,Forquilhinha,Criciuma,Brazil
CCN,Chaghcharan Airport,Chaghcharan,Afghanistan
CCO,Coweta County Airport,Newnan,United States
CCP,Carriel Sur Intl,Concepcion,Chile
CCR,Buchanan Field Airport,Concord,United States
CCS,Simon Bolivar Intl,Caracas,Venezuela
CCU,Netaji Subhash Chandra Bose Intl,Kolkata,India
CCV,Craig Cove Airport,Craig Cove,Vanuatu
CCZ,Chub Cay,Chub Cay,Bahamas
CDA,Cooinda,Cooinda,Australia
CDB,Cold Bay,Cold Bay,United States
CDC,Cedar City Rgnl,Cedar City,United States
CDG,Charles De Gaulle,Paris,France
CDI,Cambridge Municipal Airport,Cambridge,United States
CDJ,Conceicao Do Araguaia,Conceicao Do Araguaia,Brazil
CDK,CedarKey,Cedar Key,United States
CDN,Woodward Field,Camden,United States
CDP,Cuddapah,Cuddapah,India
CDR,Chadron Municipal Airport,Chadron,United States
CDS,Childress Muni,Childress,United States
CDU,Camden,Camden,Australia
CDV,Merle K Mudhole Smith,Cordova,United States
CDW,Caldwell Essex County Airport,Caldwell,United States
CEB,Mactan Cebu Intl,Cebu,Philippines
CEC,Del Norte County Airport,Crescent City,United States
CED,Ceduna Airport,Ceduna,Australia
CEE,Cherepovets Airport,Cherepovets,Russia
CEF,Westover Arb Metropolitan,Chicopee Falls,United States
CEG,Hawarden,Hawarden,United Kingdom
CEI,Chiang Rai Intl,Chiang Rai,Thailand
CEJ,Chernigov,Chernigov,Ukraine
CEK,Balandino,Chelyabinsk,Russia
CEM,Central Airport,Central,United States
CEN,Ciudad Obregon Intl,Ciudad Obregon,Mexico
CEQ,Mandelieu,Cannes,France
CER,Maupertus,Cherbourg,France
CES,Cessnock Airport,Cessnock,Australia
CET,Le Pontreau,Cholet,France
CEU,Clemson,Clemson,United States
CEW,Bob Sikes,Crestview,United States
CEZ,Cortez Muni,Cortez,United States
CFB,Cabo Frio International Airport,Cabo Frio,Brazil
CFC,Carlos Alberto da Costa Neves Airport,Cacador,Brazil
CFD,Coulter Fld,Bryan,United States
CFE,Auvergne,Clermont-Ferrand,France
CFG,Jaime Gonzalez,Cienfuegos,Cuba
CFN,Donegal Airport,Dongloe,Ireland
CFO,Confresa Airport,Confresa,Brazil
CFR,Carpiquet,Caen,France
CFS,Coffs Harbour,Coff's Harbour,Australia
CFU,Ioannis Kapodistrias Intl,Kerkyra/corfu,Greece
CFX,Gilberto Lavaque,Cafayate,Argentina
CGA,Craig Seaplane Base,Craig,United States
CGB,Marechal Rondon,Cuiaba,Brazil
CGC,Crystal River,Crystal River,United States
CGD,Changde Airport,Changde,China
CGF,Cuyahoga County,Richmond Heights,United States
CGH,Congonhas,Sao Paulo,Brazil
CGI,Cape Girardeau Regional Airport,Cape Girardeau,United States
CGK,Soekarno Hatta Intl,Jakarta,Indonesia
CGM,Camiguin Airport,Camiguin,Philippines
CGN,Koln Bonn,Cologne,Germany
CGO,Xinzheng,Zhengzhou,China
CGP,Shah Amanat Intl,Chittagong,Bangladesh
CGQ,Changchun,Changchun,China
CGR,Campo Grande,Campo Grande,Brazil
CGU,General Manuel Carlos Piar,Ciudad Guayana,Venezuela
CGX,Meigs Field,Chicago,United States
CGY,Cagayan De Oro,Ladag,Philippines
CGZ,Casa Grande Municipal Airport,Casa Grande,United States
CHA,Lovell Fld,Chattanooga,United States
CHC,Christchurch Intl,Christchurch,New Zealand
CHE,Reeroe Airport,Caherciveen,Ireland
CHG,Chaoyang Airport,Chaoyang,China
CHH,Chachapoyas,Chachapoyas,Peru
CHI,All Airports,Chicago,United States
CHM,Teniente Jaime A De Montreuil Morales,Chimbote,Peru
CHO,Charlottesville-Albemarle,Charlottesville VA,United States
CHQ,Souda,Chania,Greece
CHR,Deols,Chateauroux,France
CHS,Charleston Afb Intl,Charleston,United States
CHT,Chatham Islands,Chatham Island,New Zealand
CHU,Chuathbaluk Airport,Chuathbaluk,United States
CHX,Cap Manuel Nino Intl,Changuinola,Panama
CHY,Choiseul Bay Airport,Choiseul Bay,Solomon Islands
CIA,Ciampino,Rome,Italy
CIC,Chico Muni,Chico,United States
CID,Cedar Rapids,Cedar Rapids,United States
CIF,Chifeng Airport,Chifeng,China
CIH,Changzhi Airport,Changzhi,China
CIJ,Heroes Del Acre,Cobija,Bolivia
CIK,Chalkyitsik Airport,Chalkyitsik,United States
CIL,Council Airport,Council,United States
CIO,Aeroclub Cioca,Timisoara,Romania
CIP,Chipata Airport,Chipata,Zambia
CIS,Canton,Canton Island,Kiribati
CIT,Shymkent,Chimkent,Kazakhstan
CIU,Chippewa County International Airport,Sault Ste Marie,United States
CIW,Canouan,Canouan Island,Saint Vincent and the Grenadines
CIX,Capt Jose A Quinones Gonzales Intl,Chiclayo,Peru
CIY,Comiso,Comiso,Italy
CIZ,Coari Airport,Coari,Brazil
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru
CJB,Coimbatore,Coimbatore,India
CJC,El Loa,Calama,Chile
CJJ,Cheongju International Airport,Chongju,South Korea
CJL,Chitral Airport,Chitral,Pakistan
CJM,Chumphon,Chumphon,Thailand
CJS,Abraham Gonzalez Intl,Ciudad Juarez,Mexico
CJU,Jeju Intl,Cheju,South Korea
CKB,Harrison Marion Regional Airport,Clarksburg,United States
CKC,Cherkassy,Cherkassy,Ukraine
CKD,Crooked Creek Airport,Crooked Creek,United States
CKF,Crisp County Cordele Airport,Cordele,United States
CKG,Jiangbei,Chongqing,China
CKH,Chokurdakh Airport,Chokurdah,Russia
CKL,Chkalovsky Airport,Shchyolkovo,Russia
CKS,Carajas Airport,Parauapebas,Brazil
CKV,Clarksville-Montgomery County Regional Airport,Clarksville,United States
CKY,Conakry,Conakry,Guinea
CKZ,Canakkale Airport,Canakkale,Turkey
CLC,Clear Lake Metroport,Clear Lake City,United States
CLD,McClellan-Palomar Airport,Carlsbad,United States
CLE,Cleveland Hopkins Intl,Cleveland,United States
CLJ,Cluj Napoca,Cluj-napoca,Romania
CLL,Easterwood Fld,College Station,United States
CLM,William R Fairchild International Airport,Port Angeles,United States
CLN,Carolina,Carolina,Brazil
CLO,Alfonso Bonilla Aragon Intl,Cali,Colombia
CLQ,Colima,Colima,Mexico
CLS,Chehalis-Centralia,Chehalis,United States
CLT,Charlotte Douglas Intl,Charlotte,United States
CLV,Caldas Novas,Caldas Novas,Brazil
CLW,Clearwater Air Park,Clearwater,United States
CLY,Saint Catherine,Calvi,France
CMA,Cunnamulla Airport,Cunnamulla,Australia
CMB,Bandaranaike Intl Colombo,Colombo,Sri Lanka
CME,Ciudad Del Carmen Intl,Ciudad Del Carmen,Mexico
CMF,Aix Les Bains,Chambery,France
CMG,Corumba Intl,Corumba,Brazil
CMH,Port Columbus Intl,Columbus,United States
CMI,Champaign,Champaign,United States
CMJ,Cimei Airport,Cimei,Taiwan
CMK,Club Makokola Airport,Club Makokola,Malawi
CMN,Mohammed V Intl,Casablanca,Morocco
CMP,Campo Alegre Airport,Santana do Araguaia,Brazil
CMR,Houssen,Colmar,France
CMU,Chimbu Airport,Kundiawa,Papua New Guinea
CMW,Ignacio Agramonte Intl,Camaguey,Cuba
CMX,Houghton County Memorial Airport,Hancock,United States
CNB,Coonamble Airport,Coonamble,Australia
CNC,Coconut Island Airport,Coconut Island,Australia
CND,Mihail Kogalniceanu,Constanta,Romania
CNF,Tancredo Neves Intl,Belo Horizonte,Brazil
CNG,Chateaubernard,Cognac,France
CNI,Changhai,Changhai,China
CNJ,Cloncurry Airport,Cloncurry,Australia
CNL,Sindal Airport,Sindal,Denmark
CNM,Cavern City Air Terminal,Carlsbad,United States
CNN,Chulman,Neryungri,Russia
CNP,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland
CNQ,Corrientes,Corrientes,Argentina
CNS,Cairns Intl,Cairns,Australia
CNW,Tstc Waco,Waco,United States
CNX,Chiang Mai Intl,Chiang Mai,Thailand
CNY,Canyonlands Field,Moab,United States
COC,Comodoro Pierrestegui,Concordia,Argentina
COD,Yellowstone Rgnl,Cody,United States
COE,Pappy Boyington,Coeur d'Alene,United States
COF,Patrick Afb,Coco Beach,United States
COG,Mandinga Airport,Condoto,Colombia
COH,Cooch Behar,Cooch-behar,India
COI,Merritt Island Airport,Cocoa,United States
COJ,Coonabarabran,Coonabarabran,Australia
COK,Cochin,Kochi,India
COL,Coll Airport,Coll,United Kingdom
CON,Concord Municipal,Concord NH,United States
COO,Cadjehoun,Cotonou,Benin
COQ,Choibalsan Airport,Choibalsan,Mongolia
COR,Ambrosio L V Taravella,Cordoba,Argentina
COS,City Of Colorado Springs Muni,Colorado Springs,United States
COT,Cotulla Lasalle Co,Cotulla,United States
COU,Columbia Rgnl,Columbia,United States
COX,Congo Town Airport,Andros,Bahamas
COZ,Constanza Airport,Constanza,Dominican Republic
CPA,Cape Palmas Airport,Greenville,Liberia
CPB,Capurgana Airport,Capurgana,Colombia
CPC,Aviador C Campos,San Martin Des Andes,Argentina
CPD,Coober Pedy Airport,Coober Pedy,Australia
CPE,Ingeniero Alberto Acuna Ongay Intl,Campeche,Mexico
CPH,Kastrup,Copenhagen,Denmark
CPO,Copiapo,Copiapo,Chile
CPQ,Amarais Airport,Campinas,Brazil
CPR,Natrona Co Intl,Casper,United States
CPS,St. Louis Downtown Airport,East St. Louis,United States
CPT,Cape Town Intl,Cape Town,South Africa
CPV,Presidente Joao Suassuna,Campina Grande,Brazil
CPX,Culebra Airport,Culebra Island,Puerto Rico
CQD,Shahre Kord Airport,Shahre Kord,Iran
CQF,Calais Dunkerque,Calais,France
CQM,Ciudad Real Central Airport,Ciudad Real,Spain
CRA,Craiova,Craiova,Romania
CRC,Santa Ana Airport,Cartago,Colombia
CRD,Comodoro Rivadavia,Comodoro Rivadavia,Argentina
CRE,Grand Strand Airport,North Myrtle Beach,United States
CRI,Colonel Hill Airport,Colonel Hill,Bahamas
CRK,Diosdado Macapagal International,Angeles City,Philippines
CRL,Brussels South,Charleroi,Belgium
CRM,Catarman National Airport,Catarman,Philippines
CRP,Corpus Christi Intl,Corpus Christi,United States
CRQ,Caravelas,Caravelas,Brazil
CRU,Lauriston Airport,Carriacou Island,Grenada
CRV,Crotone,Crotone,Italy
CRW,Yeager,Charleston,United States
CRZ,Turkmenabat,Turkmenabat,Turkmenistan
CSA,Colonsay Airport,Colonsay,United Kingdom
CSB,Caransebes,Caransebes,Romania
CSC,Codela Airport,Guapiles,Costa Rica
CSF,Creil,Creil,France
CSG,Columbus Metropolitan Airport,Columbus,United States
CSH,Solovki Airport,Solovetsky Islands,Russia
CSK,Cap Skiring,Cap Skiring,Senegal
CSO,Magdeburg-Cochstedt,Cochstedt,Germany
CSX,Huanghua,Changcha,China
CSY,Cheboksary Airport,Cheboksary,Russia
CTA,Catania Fontanarossa,Catania,Italy
CTB,Cut Bank Muni,Cutbank,United States
CTC,Catamarca,Catamarca,Argentina
CTD,Alonso Valderrama Airport,Chitr̩,Panama
CTG,Rafael Nunez,Cartagena,Colombia
CTH,Chester County G O Carlson Airport,Coatesville,United States
CTJ,West Georgia Regional Airport - O V Gray Field,Carrollton,United States
CTL,Charleville,Charlieville,Australia
CTM,Chetumal Intl,Chetumal,Mexico
CTN,Cooktown Airport,Cooktown,Australia
CTS,New Chitose,Sapporo,Japan
CTT,Le Castellet,Le Castellet,France
CTU,Shuangliu,Chengdu,China
CTY,Cross City,Cross City,United States
CUA,Ciudad Constituci�_n Airport,Ciudad Constituci�_n,Mexico
CUC,Camilo Daza,Cucuta,Colombia
CUE,Mariscal Lamar,Cuenca,Ecuador
CUF,Levaldigi,Cuneo,Italy
CUK,Caye Caulker Airport,Caye Caulker,Belize
CUL,Culiacan Intl,Culiacan,Mexico
CUM,Antonio Jose De Sucre,Cumana,Venezuela
CUN,Cancun Intl,Cancun,Mexico
CUP,General Jose Francisco Bermudez,Carupano,Venezuela
CUQ,Coen Airport,Coen,Australia
CUR,Hato,Willemstad,Netherlands Antilles
CUU,General R Fierro Villalobos Intl,Chihuahua,Mexico
CUZ,Teniente Alejandro Velasco Astete Intl,Cuzco,Peru
CVF,Courchevel Airport,Courcheval,France
CVG,Cincinnati Northern Kentucky Intl,Cincinnati,United States
CVI,Caleta Olivia,Caleta Olivia,Argentina
CVJ,General Mariano Matamoros,Cuernavaca,Mexico
CVM,General Pedro Jose Mendez Intl,Ciudad Victoria,Mexico
CVN,Clovis Muni,Clovis,United States
CVO,Corvallis Muni,Corvallis,United States
CVQ,Carnarvon Airport,Carnarvon,Australia
CVS,Cannon Afb,Clovis,United States
CVT,Coventry,Coventry,United Kingdom
CVU,Corvo Airport,Corvo,Portugal
CVX,Charlevoix Municipal Airport,Charelvoix,United States
CWA,Central Wisconsin,Wassau,United States
CWB,Afonso Pena,Curitiba,Brazil
CWC,Chernivtsi International Airport,Chernovtsk,Ukraine
CWI,Clinton Municipal,Clinton,United States
CWL,Cardiff,Cardiff,United Kingdom
CWT,Chatsworth Station,Chatsworth,United States
CXB,Coxs Bazar,Cox's Bazar,Bangladesh
CXF,Coldfoot Airport,Coldfoot,United States
